,R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Key,P/B,시작,종지,다음코드,Tempo,Inversion,,,,artist,Ban,Level,Chromatic Scale,Tension,Complexity,,코드 다양,코드 다양(3화음),코드 바뀜,코드 바뀜(3화음 기준),한마디 코드수,한마디 코드수(3화음),AY~BB,EvoM,Alternative,Country,folk,pop,Dance,EDM,Techno,Rock,E-listening,Classic,Ballad,RnB/Soul,Soul,R+S,Funk,Disco,Nu Disco,Hip Hop 1,Hip Hop 2,Boombap,Trap,Jazz,Lofi,K-pop,Trot,Ppong,T+P,Children,,15634,1564,6415,1364,6545,1645,1465,1545,12151,4536,3625,6251,1214,4125,44m1,5415,1451,42151,15471,678,선택안됨,이별,사랑,인생,향수,자연,기타,,,,,,,,,,,,,,,d
Guitar loop chord dry,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,C_M7,,,,C_M7,,,,Dm_7,,,,Em_7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,C_M7,,,,C_M7,,,,Dm_7,,,,Em_7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,F,,,,,,0.0%,,,Guitar loop chord dry,Splice,,2,0%,20%,10%,,,4,11,11,#DIV/0!,3,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Guitar loop chord dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kick it,Em_7_s4,,,,Em_7_s4,,,,Em_7_s4,,,,Em_7_s4,,,,A_7,,,,A_7,,,,A_7,,,,A_7,,,,Dm_7,,,,Dm_7,,,,G_9,,,,G_9,,,,C_M9,,,,C_M9,,,,C_M9,,,,C_M9,,,,Em_7_s4,,,,Em_7_s4,,,,Em_7_s4,,,,Em_7_s4,,,,A_7,,,,A_7,,,,A_7,,,,A_7,,,,Dm_7,,,,Dm_7,,,,G_9,,,,G_9,,,,C_M9,,,,C_M9,,,,C_M9,,,,C_M9,,,,C,O,,,,,0.0%,,,kick it,Splice,,4,10%,33%,21%,,,5,9,9,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,kick it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tresltes,Am,,,,Am,,,,A_7,,,,A_7,,,,Dm_7,,,,Dm_7,,,,Dm_7,,,,Dm_7,,,,Am,,,,Am,,,,A_7,,,,A_7,,,,Dm_7,,,,Dm_7,,,,Dm_7,,,,Dm_7,,,,Am,,,,Am,,,,A_7,,,,A_7,,,,Dm_7,,,,Dm_7,,,,Dm_7,,,,Dm_7,,,,Am,,,,Am,,,,A_7,,,,A_7,,,,Dm_7,,,,Dm_7,,,,Dm_7,,,,Dm_7,,,,Dm,O,,,,,0.0%,,,tresltes,Splice,,3,10%,15%,13%,,,3,11,11,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,tresltes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lofikeyssv1,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Bm_7,,,,Bm_7,,,,Bm_7,,,,Bm_7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Bm_7,,,,Bm_7,,,,Bm_7,,,,Bm_7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em,O,,,,,0.0%,,,lofikeyssv1,Splice,,4,15%,20%,18%,,,4,7,7,#DIV/0!,1,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,lofikeyssv1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jazzychords,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Dm_7,,,,Dm_7,,,,E_b13,,,,E_b13,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Dm_7,,,,Dm_7,,,,E_b13,,,,E_b13,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Dm_7,,,,Dm_7,,,,E_b13,,,,E_b13,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Dm_7,,,,Dm_7,,,,E_b13,,,,E_b13,,,,Am,,,,,,0.0%,,,Jazzychords,Splice,,3,5%,35%,20%,,,3,11,11,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Jazzychords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chosen,F_M9,,,,F_M9,,,,G_s4,,,,G_s4,,,,C,,,,C,,,,C,,,,C,,,,F_M9,,,,F_M9,,,,G_s4,,,,G_s4,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,F_M9,,,,F_M9,,,,G_s4,,,,G_s4,,,,Dm_9_s4,,,,Dm_9_s4,,,,Dm_9_s4,,,,C,,,,F_M9,,,,F_M9,,,,G_s4,,,,G_s4,,,,Dm_7_s4,,,,Dm_7_s4,,,,C,,,,C,,,,C,O,,,,,0.0%,,,Chosen,Splice,,2,0%,26%,13%,,,5,13,13,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Chosen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuego guitar loop,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Bhdim_(6),,,,Bhdim_(6),,,,E_9,,,,E_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Bhdim_(6),,,,Bhdim_(6),,,,E_9,,,,E_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Bhdim_(6),,,,Bhdim_(6),,,,E_9,,,,E_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Bhdim_(6),,,,Bhdim_(6),,,,E_9,,,,E_9,,,,Am,,,,,,0.0%,,,fuego guitar loop,Splice,,4,15%,35%,25%,,,3,11,11,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,fuego guitar loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piano champion,Dm_9,,,,Dm_9,,,,C_M9,,,,C_M9,,,,F_M9,,,,F_M9,,,,F_M9,,,,F_M9,,,,Dm_9,,,,Dm_9,,,,C_M9,,,,C_M9,,,,F_M9,,,,F_M9,,,,F_M9,,,,F_M9,,,,Dm_9,,,,Dm_9,,,,C_M9,,,,C_M9,,,,F_M9,,,,F_M9,,,,F_M9,,,,F_M9,,,,Dm_9,,,,Dm_9,,,,C_2,,,,C_2,,,,Em_7,,,,Em_7,,,,Em_7,,,,F_M9,,,,F,O,,,,,0.0%,,,Piano champion,Splice,,2,0%,37%,18%,,,4,12,12,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Piano champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity song,Dm_11,,,,Dm_11,,,,Dm_11,,,,Dm_11,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Dm_6,,,,Dm_6,,,,Dm_6,,,,Dm_6,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Dm_11,,,,Dm_11,,,,Dm_11,,,,Dm_11,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,Dm_6,,,,Dm_6,,,,Dm_6,,,,Dm_6,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Dm,,,,,,0.0%,,,Serenity song,Splice,,1,0%,30%,15%,,,3,7,7,#DIV/0!,1,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Serenity song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,Bb_s2,,,,Bb_s2,,,,Bb_s2,,,,Bb_s2,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,C_2_6,,,,C_2_6,,,,C_2_6,,,,C_2_6,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,Bb_s2,,,,Bb_s2,,,,Bb_s2,,,,Bb_s2,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,E_b13,,,,E_b13,,,,E_b13,,,,E_b13,,,,F,,,,,,0.0%,,,harvest,Splice,,4,8%,25%,16%,,,5,9,9,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spent,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,C,,,,,,0.0%,,,Spent,Splice,,1,0%,20%,10%,,,3,11,11,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Spent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my child,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_6,,,,F_6,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Am,,,,,,0.0%,,,my child,Splice,,1,0%,20%,10%,,,4,7,6,#DIV/0!,1,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,my child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
never new,C_2,,,,C_2,,,,C_2,,,,C_2,,,,G,,,,G,,,,G,,,,G,,,,Dm_6,,,,Dm_6,,,,Dm_6,,,,Dm_6,,,,Dm,,,,Dm,,,,Dm,,,,Dm,,,,C_2,,,,C_2,,,,C_2,,,,C_2,,,,G,,,,G,,,,G,,,,G,,,,Dm_6,,,,Dm_6,,,,Dm_6,,,,Dm_6,,,,Dm,,,,Dm,,,,Dm,,,,Dm,,,,C,,,,,,0.0%,,,never new,Splice,,1,0%,10%,5%,,,3,7,5,#DIV/0!,1,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,never new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AcousticGuitar,C,,,,C,,,,C,,,,C,,,,F,,,,F,,,,F_2,,,,C,,,,F_2,,,,F_2,,,,C,,,,C,,,,G_s4,,,,G_s4,,,,G_s4,,,,G_s4,,,,C,,,,C,,,,C,,,,C,,,,F,,,,F,,,,F_2,,,,C,,,,F_2,,,,F_2,,,,C,,,,C,,,,G_s4,,,,G_s4,,,,G_s4,,,,G_s4,,,,C,,,,,,0.0%,,,AcousticGuitar,Splice,,2,0%,9%,4%,,,3,13,11,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,AcousticGuitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magic mirror,F_pen,,,,F_pen,,,,F_pen,,,,F_pen,,,,G_pen,,,,G_pen,,,,G_pen,,,,G_pen,,,,F_M#11,,,,F_M#11,,,,F_M#11,,,,F_M#11,,,,C_M9,,,,C_M9,,,,C_M9,,,,C_M13,,,,F_pen,,,,F_pen,,,,F_pen,,,,F_pen,,,,G_pen,,,,G_pen,,,,G_pen,,,,G_pen,,,,F_M#11,,,,F_M#11,,,,F_M#11,,,,F_M#11,,,,C_M9,,,,C_M9,,,,C_M9,,,,C_M13,,,,F,,,,,,0.0%,,,Magic mirror,Splice,,1,0%,40%,20%,,,3,9,7,#DIV/0!,1,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Magic mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cedar,Em,,,,Em,,,,Em,,,,Em,,,,Em,,,,Em,,,,Em,,,,Em,,,,Dm,,,,Dm,,,,Dm,,,,Dm,,,,Dm,,,,Dm,,,,Dm,,,,Dm,,,,F_M13,,,,F_M13,,,,F_M13,,,,F_M13,,,,F_M13,,,,F_M13,,,,F_M13,,,,F_M13,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am,O,,,,,0.0%,,,cedar,Splice,,1,0%,15%,8%,,,4,3,3,#DIV/0!,0.5,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,cedar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vinyl cut,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,F,,,,F,,,,F,,,,F,,,,Ab_6,,,,Ab_6,,,,Ab_6,,,,Fm_6,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em_7,,,,F,,,,F,,,,F,,,,F,,,,Ab_6,,,,Ab_6,,,,Ab_6,,,,Fm_6,,,,C,,,,,,0.0%,,,vinyl cut,Splice,,4,13%,15%,14%,,,6,9,9,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,vinyl cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clockwise,F_M9,,,,F_M9,,,,Em_11,,,,Em_11,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,G_2,,,,G_2,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M9,,,,F_M9,,,,Em_11,,,,Em_11,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,G_2,,,,G_2,,,,Dm_9,,,,Dm_9,,,,Dm_9,,,,Dm_9,,,,Am,O,,,,,0.0%,,,Clockwise,Splice,,1,0%,28%,14%,,,5,9,8,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Clockwise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalanche,Dm_9,,,,Dm_9,,,,Dm_9,,,,Dm_9,,,,Fm_6,,,,Fm_6,,,,Fm_6,,,,Fm_6,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,A_b9,,,,A_b9,,,,A_b9,,,,A_b9,,,,Dm_9,,,,Dm_9,,,,Dm_9,,,,Dm_9,,,,Fm_6,,,,Fm_6,,,,Fm_6,,,,Fm_6,,,,Am_9,,,,Am_9,,,,Am_9,,,,Am_9,,,,A_b9,,,,A_b9,,,,A_7,,,,A_7,,,,Dm,,,,,,0.0%,,,Avalanche,Splice,,4,15%,34%,24%,,,4,8,7,#DIV/0!,1,#DIV/0!,o,,,,,,,,,,,,,,,,,,,o,,,,v,,,,,,Avalanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love College,Am,,,,,,C,,,,,,,,,,F,,,,,,C,,,,,,,,,,G,,,,,,Am,,,,,,,,,,F,,,,,,C,,,,,,,,,,Am,,,,,,C,,,,,,,,,,F,,,,,,C,,,,,,,,,,G,,,,,,Am,,,,,,,,,,F,,,,,,C,,,,,,,,,,C,O,,,,,0.0%,,,I Love College,Asher Roth,,1,0%,0%,0%,,,4,15,15,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,v,v,,,,,,,,,I Love College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daylight,Am,,,,,,G,,,,C,,,,G,,F,,,,,,,,,,C/3,,,F,,,C,,,,,,,,G/3,,,,,,Em,,,,C,,F,,,,,,,,,,,,Am,,,,,,G,,,,C,,,,G,,F,,,,,,,,,,C/3,,,F,,,C,,,,,,,,G/3,,,,,,Em,,,,C,,F,,,,,,,,,,,,Am,,,,,,14.1%,,,Daylight,Aesop Rock,,1,0%,0%,0%,,,5,19,19,#DIV/0!,3,#DIV/0!,o,,,,,,,,,,,,,,,,,,,v,v,,,,,,,,,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signs,Am_2,,,,,,,,,,,,,,,,F_2,,,,,,,,,,,,,,,,Am_2,,,,,,,,,,,,,,,,G_v46,,,,,,,,,,,,,,,,Am_2,,,,,,,,,,,,,,,,F_2,,,,,,,,,,,,,,,,Am_2,,,,,,,,,,,,,,,,D_7,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Signs,Apollo Brown,,,3%,23%,13%,,,5,15,15,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,v,v,,,,,,,,,Signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes,Dm,,,,,,,,Am,,,,,,,,G_s4,,,,,,F_2,,,,,,,,,,C,,,,,,,,G,,,,,,,,F_M7,,,,,,,,,,,,,,,,Dm,,,,,,,,Am,,,,,,,,G_s4,,,,,,F_2,,,,,,,,,,C,,,,,,,,G,,,,,,,,F_M7,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Changes,2pac,,1,0%,10%,5%,,,6,23,23,#DIV/0!,3,#DIV/0!,o,,v,,,,,,,,,,,,,,,,,v,v,,,,,,,,,Changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kong,Dm,,,,,,,,Dm_7/7,,,,,,,,Bhdim,,,,,,,,Dm_7/7,,,,,,,,Dm,,,,,,,,Dm_7/7,,,,,,,,Bhdim,,,,,,,,Dm_7/7,,,,,,,,Dm,,,,,,,,Dm_7/7,,,,,,,,Bhdim,,,,,,,,Dm_7/7,,,,,,,,G_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,37.5%,,,Kong,Bonobo,,2,0%,16%,8%,,,4,25,25,#DIV/0!,3,#DIV/0!,o,,,,,,,,,,,,,,,,,,,v,v,,v,,,,,,,Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El toro,Am_7,,,,,,,,Em_7,,,,,,,,F_M7,,,,,,,,Em_7,,,,,,,,F_M7,,,,,,,,Em_7,,,,,,,,Am_7,,,,,,,,Am_11,,,,,,,,Am_7,,,,,,,,Em_7,,,,,,,,F_M7,,,,,,,,Em_7,,,,,,,,F_M7,,,,,,,,Em_7,,,,,,,,Am_7,,,,,,,,Am_11,,,,,,,,Am,,,,,,0.0%,,,El toro,Bonobo,,1,0%,23%,11%,,,4,31,31,#DIV/0!,3,#DIV/0!,o,,,,,,,,,,,,,,,,,,,v,v,,v,,,,,,,El toro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowcone,Dm_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F_M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Em_s4,,,,,,,,,,,,,,,,Em_7/7,,,,,,,,,,,,,,,,C_M13,,,,,,,,,,,,,,,,F_M7,,,,,,,,,,,,,,,,Dm,,,,,,12.5%,,,Snowcone,deadmau5,,1,0%,28%,14%,,,5,11,11,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,v,v,,,,,,,,,Snowcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octavesa,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em_7,,,,C_M7,,,,C_M7,,,,C_M7,,,,C_M7,,,,Am_7,,,,Am_7,,,,Am_7,,,,Am_7,,,,F_M7,,,,F_M7,,,,F_M7,,,,F_M7,,,,Em_7,,,,Em_7,,,,Em_7,,,,Em_7,,,,C,,,,,,0.0%,,,Octavesa,Splice,,1,0%,20%,10%,,,4,7,7,#DIV/0!,1,#DIV/0!,o,,,,,,,,,,,,,,,,,,,v,v,,,v,,,,,,Octavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing,Am,,,,Am,,,,G,,,,G,,,,F,,,,F,,,,G,,,,G,,,,Am,,,,Am,,,,F_M7,,,,F_M7,,,,Em,,,,Em,,,,F,,,,F,,,,Am,,,,Am,,,,G,,,,G,,,,F,,,,F,,,,G,,,,G,,,,Am,,,,Am,,,,F_M7,,,,F_M7,,,,Em,,,,Em,,,,F,,,,F,,,,Am,,,,,,0.0%,,,Missing,Splice,,1,0%,3%,1%,,,4,15,15,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,,v,v,,,,,,,,,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Your Baby - c,F_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,0.0%,,,Rock Your Baby - c,George McCrae,,1,0%,10%,5%,,,3,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,o,,,,,,o,o,,o,,,,,,,,,,,,,Rock Your Baby - c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Your Baby - v,Am_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G_9,,,,,,,,G_13,,,,,,,,G_7_s4,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Rock Your Baby - v,George McCrae,,4,5%,25%,15%,,,5,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,o,o,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I will survive,Am_7,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,,,,,F_M7,,,,,,,,,,,,,,,,Bhdim_(6),,,,,,,,,,,,,,,,E_s4,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,I will survive,Gloria Gaynor,,,8%,15%,11%,,,8,15,15,#DIV/0!,2,#DIV/0!,,,,,o,,,,o,,,,,o,o,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Stuff,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,Am_7_s2,,,,Am,,,,,,0.0%,,,Hot Stuff,Donna Summer,,1,0%,1%,1%,,,3,12,12,#DIV/0!,2,#DIV/0!,,,,,o,o,,,o,,,,o,,o,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacArthur Park - v,Em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,O,,,,,50.0%,,,MacArthur Park - v,Donna Summer,,,0%,0%,0%,,,5,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Fever,Am_7,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Night Fever,Bee Gees,,1,0%,20%,10%,,,4,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,,,,,,,o,,o,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stayin' Alive,Dm_7,,,,,,,,,,,,,,,,C,,,,,,,,Dm_7,,,,,,,,Dm_7,,,,,,,,,,,,,,,,C,,,,,,,,Dm_7,,,,,,,,G,,,,,,,,,,,,G_7,,,,G,,,,,,,,,,,,G_7,,,,G,,,,,,,,,,,,G_7,,,,G,,,,,,,,,,,,G_7,,,,Dm,,,,,,0.0%,,,Stayin' Alive,Bee Gees,,1,0%,10%,5%,,,4,23,20,#DIV/0!,3,#DIV/0!,,,,,o,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tragedy,C_s4,,,,,,C,,,,,,,,,,C_s4,,,,C,,,,C_s2,,,,C,,,,C_s4,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,F_2/5,,,,,,C,,,,,,,,,,F_2/5,,,,C,,,,C_s2,,,,C,,,,C_s4,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,7.8%,,,Tragedy,Bee Gees,,1,0%,7%,3%,,,3,17,10,#DIV/0!,2,#DIV/0!,,,,,o,o,,o,o,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
